"time" "x" "y" "speed" "angle"
"1" 0 51.852153359739 93.8028125123783 NA NA
"2" 0.5 49.6518317820958 91.8789034638682 14.6140694811381 NA
"3" 1 48.2515173972579 92.3260306979412 7.34983526998025 -1.02754892378645
"4" 1.5 46.2627640730744 93.8348864106136 12.4817720557971 -0.339969970483623
"5" 2 44.5276795907847 94.9041945401136 10.1906060130117 0.0967337950362252
"6" 2.5 44.5890742553504 92.0246355942136 14.4010668248482 2.14442240663313
"7" 3 42.7007539237449 87.4718486182551 24.644280737735 -0.414484232918534
"8" 3.5 41.7959239909358 86.7345592626736 5.83590781532965 -0.493906779254032
"9" 4 44.4562492598959 86.8881118168636 13.3237653495225 2.5155252074913
"10" 4.5 46.8839255591704 85.7052223379077 13.5026291268439 -0.511052576101742
"11" 5 51.6888459369147 83.5110247701419 26.4110596165945 0.0250215097079928
"12" 5.5 53.548309948753 81.9716678504708 12.0698240847383 -0.263117785323689
"13" 6 50.5863353201158 81.6505898011936 14.8966311748812 -2.3421209161005
"14" 6.5 46.4401233920049 82.3299791136136 21.007524360714 -0.270392903653011
"15" 7 40.075889262739 85.0990256612607 34.7026997635449 -0.247975528053075
"16" 7.5 39.8636036670625 84.7154752948636 2.19189448705358 1.47567902218859
"17" 8 42.2061938368958 87.5250596861136 18.2903616389585 2.95209505592357
"18" 8.5 45.760780465253 92.2672746343636 29.6326208400055 0.0517838840745829
"19" 9 52.1666339860359 92.4673836854536 32.0448915437603 -0.896346945604078
"20" 9.5 55.3339522626458 95.6593977756136 22.4838047364807 0.758053228270572
"21" 10 57.1576770422166 96.8986093767646 11.024537931414 -0.19245038735398
"22" 10.5 54.7562865185255 94.2397896777803 17.9136809722209 -2.90219624644542
"23" 11 48.4375503341765 89.4613571712452 39.6105554703894 -0.188749686634101
"24" 11.5 38.4008493205683 87.7129746343378 50.9392306410119 -0.475009583497514
"25" 12 30.9554296969125 89.3401572249136 38.1057727107689 -0.387633338009545
"26" 12.5 28.980759845044 93.3916132577803 22.5353150688703 -0.902116342742963
"27" 13 28.5108833659131 93.0828087968205 2.81133465078916 1.69870391736876
"28" 13.5 31.3938030651197 92.0884387159569 15.247948919273 2.22803010835133
"29" 14 39.7369771713958 90.2021165117386 42.7687869905622 0.109786747283383
"30" 14.5 47.8335611527941 91.9754701135967 41.442567236194 0.43797331392661
"31" 15 54.1498624535908 100.023082993529 51.1516703509513 0.689731479862603
"32" 15.5 59.3836535490595 103.579111643032 31.6377578958643 -0.308560298638936
"33" 16 56.372245252114 102.91984724385 15.4136380187648 2.76032354454761
"34" 16.5 49.7562986410208 98.1901208672386 40.6635774245358 0.405132623111173
"35" 17 39.6420072996458 97.6516803006136 50.6430665496277 -0.567469324123959
"36" 17.5 29.7847375953085 98.2151117796136 49.3667957881546 -0.110282266980331
"37" 18 19.9832438473958 100.928174795795 50.8502680966741 -0.21294293746782
"38" 18.5 13.5607050629467 101.685652535444 32.3352659505906 0.152641573387313
"39" 19 14.088076993581 102.198511752114 3.67813039921035 -2.25274680040983
"40" 19.5 14.4904965710795 100.821956041899 7.17085618960113 -2.05783124216384
"41" 20 10.8410497781789 97.2514827741419 25.5277991853896 -1.08074873092147
"42" 20.5 5.95278920961281 89.9707683915193 43.8474324526322 0.205064685744884
"43" 21 2.81434268493931 78.5878616258093 59.0382107251485 0.322239820151268
"44" 21.5 1.79857796970019 61.0057175977441 88.0573061392913 0.211323133416678
"45" 22 6.46903109737084 45.7460096779636 79.7922017202775 0.354719493351112
"46" 22.5 12.3962063153681 31.3227696558636 77.9681439435279 0.0928958450102434
"47" 23 20.3631233343958 21.3528799269736 63.8103573086495 0.284283614424199
"48" 23.5 30.67526857525 13.1346865494886 65.9316012732532 0.223731524400324
"49" 24 41.7334549197403 7.21547535841364 62.7137437795773 0.181403587972494
"50" 24.5 55.889769524875 4.45943210367613 72.1105085305766 0.29918939419539
"51" 25 67.3694110557758 1.48265093563364 59.2965841765771 -0.0614400209632407
"52" 25.5 79.1165252166305 5.14505940747078 61.5239642177617 0.55594176499667
"53" 26 88.6110801900331 7.46843150249599 48.8734672483203 -0.062230850119003
"54" 26.5 99.258464940044 14.419320418947 63.5770514304504 0.338369598224184
"55" 27 106.534714822985 23.5649846143636 58.4352175349607 0.320387536672981
"56" 27.5 115.596244904334 27.7364342273505 49.8779308133583 -0.467321560148224
"57" 28 118.730806051451 37.1575166117803 49.6443015056182 0.818174686626103
"58" 28.5 125.521905610717 43.9575691123636 48.051989353863 -0.46354302111609
"59" 29 128.245444192514 50.8032615822136 36.8378771776742 0.406090417996285
"60" 29.5 127.32030334084 59.1747628476136 42.1123256992622 0.488713151204324
"61" 30 126.308798833789 68.6576781433636 47.6835463955217 -0.00379994922164436
"62" 30.5 127.770530880988 73.3393090616136 24.5226062198357 -0.408900418430043
"63" 31 123.697378603711 82.6833859552803 50.966249241201 0.713709150565988
"64" 31.5 121.536620266167 92.7388288915967 51.4248989398082 -0.199407207784026
"65" 32 116.289600701659 102.91984724385 57.2678681721355 0.2642043364874
"66" 32.5 107.486518783948 110.199155189734 57.114484901153 0.403994088357355
"67" 33 98.7052192339297 117.043396086054 55.667507406476 0.0288722414472635
"68" 33.5 93.8494533820923 120.259368395489 29.1208430093118 0.0770867181193151
"69" 34 87.6913867520279 119.633738264934 30.9488277970949 0.686221055414675
"70" 34.5 78.2881954555683 124.1830983212 52.2294656969029 -0.551859929314797
"71" 35 67.4981702082116 125.138335848298 54.1611307977801 0.362312620612763
