position,x0,y0,x1,y1
0,475.46456692913387,122.64566929133859,458.08264462809916,112.25619834710743
1,475.4773953614498,123.44325752867131,459.23064783969966,112.62759281995343
2,475.9641819781207,124.33466641840336,459.907690293033,113.38994352988301
3,476.0215089812883,124.76902209216414,460.4067419511567,113.56278212964074
4,475.98261594623443,125.20370407454544,460.61206099586514,113.9948328192634
5,476.04512396463025,125.78761227753658,460.6546984014297,114.10599211058845
6,476.2584257627053,125.98061106105047,461.1121897371749,114.22028690354672
7,476.09842936899497,125.78525268595999,461.22081202462925,114.21597833208935
8,476.1475029443606,126.11161145885649,461.22430814411723,114.47443982197231
9,476.22816098042057,126.32362558217133,461.23789533723465,114.48866185321697
10,475.848761804496,126.72997826585878,461.41205598188554,114.75247184536099
11,475.63795575207797,126.72627994790311,461.40777761576925,114.74583185140015
12,475.7884608201972,127.17688419813162,461.5257030756534,114.9473163941692
13,475.52781878162415,127.37088640209255,461.58729666930606,115.21749867637632
14,475.62148563419913,127.8014057398324,461.50582162779983,115.34542447798516
15,475.65072255717234,127.86952172509079,461.6357301133796,115.4485127506624
16,476.07341758449314,128.12407816060397,461.71723038331834,115.53869742858866
17,475.9708900269388,128.40277991294445,461.71277324527676,115.56933322788389
18,475.9604780373893,128.8958565309407,462.07679305816015,116.10060449278406
19,475.86981645983366,129.39057356079772,462.317186822611,116.3490771227155
20,476.0790683774189,129.64367759142272,462.37389354980047,116.43980289452533
21,476.2618743023363,129.943116074633,462.6829660499595,116.84035858327093
22,476.35728894382396,130.50244592496784,462.8468077683059,117.1589161721249
23,476.2448011606953,130.83072838648712,463.0559187787062,117.3968886852467
24,476.4069555677031,131.4363953532073,463.32456603977107,117.51853809217823
25,476.33813949655416,132.0263161355579,463.52968488220034,117.77532889699269
26,476.6376057100785,133.51330430489995,464.3984550841778,118.86629155137857
27,476.7052774593452,134.25708383715354,464.6600597227976,119.22425719175781
28,476.8982692244739,134.48061214699382,465.10435712448503,119.25708759337073
29,477.00130969514834,135.30321444313347,465.608375561458,119.47047690012951
30,477.2662867986995,136.39860643969996,466.4777076424106,120.40270675559663
31,477.5137644268532,137.536110430685,467.51644484634653,121.31941476079345
32,477.6769926109362,138.27194150404878,467.7916450076476,121.50433055155577
33,478.0987179896366,139.54429054142997,468.4531529393039,122.37679717923622
34,478.13465892036226,140.48134403028413,469.2381810465175,123.07527781912687
35,478.1051816450945,140.90828371674377,469.3659129876184,123.33494929547238
36,478.231169971672,142.03196487353983,469.979885099337,123.96232031861562
37,478.3539885342916,143.75814792657974,470.7725389234862,124.95209960675466
38,478.17555391096374,144.31829776246056,471.6158067096215,125.97087137212633
39,477.90975536821253,144.61286906845427,471.933428164351,126.50968117139402
40,477.4612553822949,145.70978048929064,472.4037690633829,127.39531156524045
41,477.1163944500843,146.7490074077363,472.58367981072536,127.878386707436
42,476.86699312058107,147.62932536386992,472.64322408463005,128.61865049186412
43,476.5204771449409,149.23257780126184,473.0243689952738,129.94702820616737
44,476.25777184939426,150.11589954944338,473.3502739015335,130.52881875710347
45,475.96351898576495,151.18774012182448,473.7621214922393,130.73343532841142
46,475.5066077279381,152.38665297824218,474.19997745445056,131.99697828940901
47,475.06813552219796,153.64719857676138,474.7134233974297,133.55938508938516
48,474.89566920892076,154.71062309525698,475.26156167737025,134.8944346106447
49,474.5444318910618,155.6093001391247,475.0949386254616,135.81359821978265
50,474.2841087819622,157.30635348485507,475.2026397201965,137.0902645716611
51,474.14404269960204,158.87004217041633,475.6005105842004,138.50917809179293
52,473.7631712186556,159.60015869537838,475.86436189846916,139.30453337642462
53,473.01790048899056,160.83716265819749,475.875274120127,140.6858810654937
54,472.35660006259303,162.5462463297288,475.84014437909246,142.16353583209005
55,472.0852193119969,162.88044044975888,475.9384380034723,142.9665877713775
56,471.7297140863462,164.18363478770016,475.5748433492927,144.7309955839359
57,471.2410086010003,165.78536880446174,475.4843960579948,145.50129598135644
58,470.47778865690924,166.99820304206747,475.0382763154686,146.66788541395943
59,469.78208667050626,167.72949639750288,475.1836953330026,148.07499941939275
60,468.9877955325539,168.917467294887,475.47078685220947,149.92662044111523
61,468.26858461583623,170.35317849635325,475.5103725537147,151.20268380899662
62,467.5512333325675,171.84105750543912,475.11367746729695,153.03505016928463
63,466.7789273348344,173.5449417436684,475.033292986494,154.3052982711956
64,466.25069523730383,174.75292131943675,474.9552969540013,156.43914608549517
65,465.22520051580796,175.50476630636365,474.57525887075155,157.77013437403747
66,463.7101364134233,176.98232943017393,473.9220146976911,159.0077454269289
67,463.0089535199822,177.76764521733756,473.40522844333765,160.06681927450458
68,461.8849009803724,179.2034247096214,472.43611901533217,161.5214876193962
69,460.7167828807894,180.91188924599587,471.87835974148317,163.52329818108302
70,459.8591466903988,181.71525149383754,471.14477937439847,164.9298891843183
71,458.66471474890426,183.11303070573024,470.18218476428234,166.4676450535231
72,457.884645825787,183.93442890948654,469.70550494507785,167.14240966159437
73,457.0616128247588,185.15946707306395,468.98285481589687,168.00198604474386
74,455.90019044693776,186.5326540497286,468.3556880158984,168.74956147274096
75,454.98333824038696,187.74249573635734,467.42866274423324,170.39390991099793
76,453.85655840398266,188.32812981663218,466.7222336056056,171.44886766233574
77,452.6364292932627,189.10201537061778,465.8553419070377,173.56133795924288
78,451.60329182935163,189.5355090852429,465.09271298186866,175.00246953550993
79,449.8404971625051,190.51796918196067,464.2216929354299,176.13002327465054
80,448.94771972943056,191.1892659639502,463.4764160648232,177.27139585049088
81,447.71769315934927,192.14627199627446,462.9237487169245,178.6532295780292
82,446.5719445152424,192.29360399439892,462.06667487505064,179.57617988212573
83,445.02850315802897,193.06342442384113,460.99810190815543,181.39256251453733
84,443.71511711721473,193.8498865478837,459.8878780153168,182.08985152590265
85,442.2497881872237,194.8823575915417,458.5447853295303,182.95463601179713
86,440.4320946274134,196.46783914617794,457.50640522795106,183.98500318466284
87,439.1898132316233,197.52238853742358,455.9275438680507,185.3599032527679
88,437.4772216944777,197.95149175461117,454.7907240944998,186.9231823226516
89,435.84652238332535,198.55142881874536,453.7496536513241,187.7360562252764
90,434.56822104219424,199.41537686667075,452.5022161843828,188.5979499296847
91,432.43572372727357,201.35035628052145,450.1594117775333,190.41521170877192
92,431.42489808511283,202.2647188694719,449.0327651949912,191.578018966796
93,430.0990119436403,202.71844423797572,447.66836872347915,192.74327351726575
94,428.786482768053,203.46566241100498,446.306562451053,193.5296201196043
95,427.657765394123,204.12081954659368,444.9146398449583,193.6906476530186
96,426.47298371544383,205.03410336572463,443.81411128879256,194.7084545836763
97,425.38233846771976,205.53532342546313,442.794944889506,195.5088923720916
98,424.18318262063553,205.7781810059329,441.5479662485172,196.27112105227576
99,422.6388810227617,205.57871203930014,440.47627674032356,196.97672391395034
100,420.65516536997995,205.5129639349514,439.6550632214485,197.49535407533853
101,419.72557427318134,205.6895108348998,438.2879843805374,197.97067031456226
102,417.53642539209227,206.2252618852043,436.68246105361555,198.78380798216696
103,415.8304778909307,206.71430254807666,435.1679179925469,199.72115988390226
104,414.252129757185,206.97978271695152,433.51165442915044,200.56612474172778
105,412.94918829973307,206.90670492587347,432.8405572460895,201.222766142998
106,411.3679568356988,206.83529658688002,432.42017053853033,201.45461606719095
