"time" "x" "y" "speed" "angle"
"1" 0 52.7294757358649 63.2225914324534 NA NA
"2" 0.2 53.4022391000426 61.6279070462433 8.65394250587818 NA
"3" 0.4 53.7157971696382 61.9051878926744 2.09286484756019 1.89564805297865
"4" 0.6 53.4540721698693 61.391089584468 2.88442821892289 -2.76576925298731
"5" 0.8 53.9656255820107 59.5200439672123 9.69858056022264 0.737780135962419
"6" 1 54.9576861882019 58.676803889446 6.51006542806555 0.599426115455744
"7" 1.2 54.0203964427487 59.3917710824687 5.89425600485412 -3.0887499240322
"8" 1.4 53.2981463583704 59.1749723899442 3.77043385257214 0.943258515604919
"9" 1.6 52.7845083593551 58.121858811968 5.85848146312292 0.825396703235677
"10" 1.8 53.1795800819075 59.0695493513772 5.13370973187589 -3.08277842825853
"11" 2 52.934084257204 60.17384531402 5.65627477465511 0.613723933592385
"12" 2.2 52.005337916366 60.3627013142088 4.7387665969829 1.15143401191251
"13" 2.4 51.7505618220107 62.7018621627019 11.7649737923396 -1.26169634918234
"14" 2.6 52.5063589122043 64.3112702027728 8.89019611846399 -0.547532992400106
"15" 2.8 53.6620443522043 64.892665549508 6.46844143792261 -0.665649588386612
"16" 3 53.4766966770225 63.676803894446 6.14953926108579 -2.18817692845271
"17" 3.2 53.2389445611325 62.1074565467228 7.93627300188189 0.000922663100583331
"18" 3.4 51.3237970827487 60.1699463909392 13.6214311543654 -0.629239627449398
"19" 3.6 48.143422404366 59.791875813638 16.0138381223231 -0.672881733391058
"20" 3.8 44.4971900390938 59.2844365438998 18.4068635799469 0.0199591051749772
"21" 4 42.0514371347703 57.2898032726744 15.7799470497259 0.5458709149765
"22" 4.2 39.0591973366679 54.7763864624687 19.5389118627247 0.0144962970025052
"23" 4.4 35.3758499408758 53.4240566149625 19.6187691092894 -0.346779049771791
"24" 4.6 32.7517935723102 50.7962677277193 18.5680816600212 0.434240756382967
"25" 4.8 29.6166201399024 48.7656529949195 18.6766623385572 -0.211360556368409
"26" 5 28.69952176 49.479098072556 5.80963277071669 -1.23589089610083
"27" 5.2 29.6030671085648 50.5880464582803 7.15220371478889 -1.59334017132178
"28" 5.4 31.7537016364218 51.7490649594414 12.2200581345275 -0.392093335665786
"29" 5.6 35.3592121539617 52.8354204605277 18.8280869758661 -0.202363675304364
"30" 5.8 39.2306362220107 54.0305334617228 20.2584669954902 0.00676735857396369
"31" 6 40.824081284366 57.4442031574442 18.8362734890894 0.834652894729105
"32" 6.2 43.4669278269321 60.8407871993023 21.518260269454 -0.224514211216533
"33" 6.4 46.4557547703617 61.7116024309424 15.5655112873196 -0.626050363239529
"34" 6.6 48.9597398903616 60.4203936219589 14.0864843640793 -0.759606758072392
"35" 6.8 49.3076684686943 59.8562910444717 3.31385732020945 -0.542029894819139
"36" 7 48.085638132366 59.6415474673339 6.20377495326127 -1.94951370861677
"37" 7.2 46.987736964366 59.3855950824625 5.63670692429788 0.0550870953614372
"38" 7.4 45.6901252240131 58.5681668893374 7.66809148292052 0.333111713552722
"39" 7.6 42.3374788733595 56.6749723874442 19.251248644276 -0.0481007149337828
"40" 7.8 37.6872208208758 55.6859613864552 23.7713286938102 -0.304492553513751
"41" 8 33.331387348366 53.6607782305839 24.018041164436 0.225648530120503
"42" 8.2 30.230298084366 50.6127013044589 21.7413934528538 0.341572386033687
"43" 8.4 27.3496451086943 50.0528722269759 14.6727384647872 -0.584828943697114
"44" 8.6 27.7770009040131 51.7159401901775 8.58549361717177 -2.01427095999504
"45" 8.8 29.8403717045296 52.2402810368557 10.6447550276171 -1.07041886922898
"46" 9 34.2489315531883 51.5654984977193 22.2995131193092 -0.400734312216275
"47" 9.2 38.6724392684652 49.2196431492196 25.0352041249908 -0.335721856190035
"48" 9.4 40.756666300366 45.2569320683338 22.3869836239058 -0.598992174887836
"49" 9.6 39.4670264011325 41.3382257567228 20.6273060688708 -0.802133446415181
"50" 9.8 35.9056990477407 38.6493739078801 22.3119792841433 -0.606159735906611
"51" 10 31.746517857204 39.0791707160022 20.9066457567842 -0.749673715457562
"52" 10.2 29.378740397817 42.0297053343374 18.915618302857 -0.791566939197882
"53" 10.4 30.1209764824434 45.8257990304412 19.3398822093882 -0.869348226597459
"54" 10.6 30.8289639831468 50.3268385349422 22.7819023142445 0.0370743162782681
"55" 10.8 33.119511684366 53.3050089994588 18.7857047294479 -0.499605314524428
"56" 11 36.779182244366 55.6301838094763 21.6792680370386 -0.349167075554184
"57" 11.2 39.7669426827487 56.4132379641055 15.4433531383626 -0.309685799608375
"58" 11.4 43.1533697573364 57.5313059652236 17.8311275489131 0.0625710120880863
"59" 11.6 46.432291235579 59.3738820055277 18.8058584786653 0.19307510432768
"60" 11.8 48.7562858987772 62.7980160089519 20.6915712718846 0.462533835018788
"61" 12 52.5153177086895 65.3488372807334 22.7139876004335 -0.378293983054967
"62" 12.2 56.6270095886943 66.4887697049503 21.3339260614861 -0.325759092044159
"63" 12.4 60.3131402987772 65.3504635499658 19.2894404495645 -0.569966788241639
"64" 12.6 61.4293255661234 63.9087657023703 9.11641683283848 -0.612458683135006
