position,x0,y0
0,447.7708333333333,161.0625
1,450.2244897959183,158.81632653061223
2,450.2244897959183,158.81632653061223
3,451.75,157.33333333333331
4,455.48,154.92000000000002
5,455.48,154.92000000000002
6,456.59615384615387,154.1346153846154
7,460.9555555555556,152.13333333333333
8,460.9555555555556,152.13333333333333
9,464.2666666666667,150.86666666666667
10,466.9777777777778,150.46666666666667
11,466.9777777777778,150.46666666666667
12,470.9523809523809,149.66666666666666
13,472.86046511627904,150.3953488372093
14,472.86046511627904,150.3953488372093
15,478.375,150.625
16,479.8863636363636,151.4318181818182
17,480.95348837209303,151.81395348837208
18,483.0,152.23076923076923
19,485.0869565217391,152.7391304347826
20,487.625,153.58333333333331
21,488.9318181818182,153.86363636363637
22,490.30434782608694,154.2391304347826
23,492.8409090909091,154.79545454545456
24,494.5909090909091,155.4318181818182
25,496.85714285714283,155.734693877551
26,498.8695652173913,156.6304347826087
27,501.6046511627907,156.88372093023256
28,504.07142857142856,157.42857142857142
29,506.0952380952381,158.35714285714286
30,508.35555555555555,158.51111111111112
31,510.65116279069764,159.1627906976744
32,513.3863636363636,160.63636363636365
33,515.0,161.14634146341464
34,517.5744680851063,161.89361702127658
35,520.4565217391304,162.97826086956522
36,523.2307692307692,163.25641025641025
37,524.9318181818182,163.86363636363637
38,527.1395348837209,164.3953488372093
39,529.5106382978723,164.72340425531914
40,531.9268292682927,164.90243902439025
41,534.4897959183673,165.46938775510202
42,536.3695652173913,165.30434782608694
43,538.75,165.29545454545456
44,541.8863636363636,165.4318181818182
45,544.3260869565217,165.3695652173913
46,546.8571428571428,165.35714285714286
47,549.8478260869565,165.0
48,552.8604651162791,164.34883720930233
49,555.4375,164.3125
50,557.6744186046511,163.8372093023256
51,560.6818181818182,163.1818181818182
52,562.046511627907,163.06976744186045
53,561.7954545454546,162.9318181818182
54,561.9069767441861,163.02325581395348
55,561.9069767441861,163.02325581395348
56,562.1904761904761,163.07142857142856
57,562.1904761904761,163.07142857142856
58,562.1904761904761,163.07142857142856
59,562.1904761904761,163.07142857142856
60,562.1904761904761,163.07142857142856
61,562.5121951219512,162.95121951219514
62,563.8444444444444,162.95555555555555
63,565.7333333333333,162.73333333333335
64,567.9047619047619,162.78571428571428
65,569.7857142857142,163.28571428571428
66,571.5238095238095,163.23809523809524
67,574.3809523809523,162.97619047619045
68,576.5454545454546,163.8409090909091
69,578.8372093023256,164.2093023255814
70,580.8536585365854,164.26829268292684
71,581.0434782608695,165.02173913043478
72,581.5813953488372,165.88372093023256
73,582.1489361702128,166.25531914893617
74,582.8775510204081,166.734693877551
75,583.0851063829787,166.70212765957447
76,583.1020408163265,166.24489795918365
77,582.7826086956521,167.06521739130434
78,582.7826086956521,166.06521739130434
79,583.1333333333333,166.86666666666667
80,583.0909090909091,166.8181818181818
81,582.6666666666667,166.4
82,581.9090909090909,166.04545454545456
83,581.5581395348837,166.06976744186045
84,580.5227272727273,165.4318181818182
85,580.6904761904761,165.02380952380952
86,580.5853658536586,165.0
87,580.2727272727273,165.0909090909091
88,579.9333333333334,165.0
89,579.7173913043478,164.91304347826087
90,579.3409090909091,164.88636363636365
91,579.1739130434783,164.97826086956522
92,578.5681818181819,164.95454545454547
93,578.3125,164.20833333333331
94,578.3673469387754,163.42857142857142
95,578.3125,162.58333333333331
96,578.6875,161.66666666666666
97,578.4038461538462,161.34615384615387
98,577.8571428571428,160.32653061224488
99,577.8541666666666,159.0625
100,577.4166666666666,158.0625
101,577.5714285714286,157.22448979591834
102,577.4166666666666,156.54166666666666
103,577.34,156.54
104,577.1020408163265,156.89795918367346
105,577.0769230769231,156.3653846153846
106,576.5,157.91666666666666
107,576.34,156.96
108,575.9038461538462,157.09615384615387
109,575.6122448979592,156.87755102040816
110,575.0833333333333,155.85416666666666
111,574.88,154.92000000000002
112,574.4038461538462,153.90384615384616
113,573.84,153.06
114,573.1666666666666,151.91666666666666
115,572.9574468085107,151.51063829787233
116,572.3921568627451,150.45098039215685
117,571.3921568627451,149.7450980392157
118,569.8823529411765,147.68627450980392
119,569.1132075471697,146.47169811320754
120,568.4423076923077,144.98076923076923
121,567.5098039215686,143.9607843137255
122,566.7,142.38
123,566.2307692307693,141.34615384615387
124,565.6122448979592,139.6734693877551
125,564.6530612244898,138.53061224489795
126,563.6734693877551,137.26530612244898
127,562.5490196078431,135.52941176470588
128,562.0588235294117,134.15686274509804
129,561.4615384615385,132.34615384615384
130,560.530612244898,131.6530612244898
131,559.5102040816327,130.6326530612245
132,558.7037037037037,129.12962962962962
133,558.1176470588235,128.05882352941177
134,557.3725490196078,127.47058823529412
135,556.36,125.74000000000001
136,555.3958333333333,124.64583333333333
137,554.7142857142857,123.48979591836734
138,553.9375,121.33333333333333
139,553.1153846153846,121.55769230769232
140,552.3269230769231,119.15384615384616
141,552.0,119.12
142,551.1632653061224,117.81632653061223
143,550.5769230769231,116.92307692307693
144,549.5686274509803,115.74509803921569
145,548.8148148148148,115.0
146,548.2222222222222,114.03703703703702
147,547.7254901960785,113.49019607843137
148,547.1132075471697,112.62264150943396
149,546.1538461538462,111.78846153846155
150,545.4807692307693,111.42307692307693
151,544.5769230769231,110.28846153846155
152,543.8461538461539,109.82692307692308
153,543.1538461538462,109.61538461538463
154,542.0961538461539,108.82692307692308
155,540.8113207547169,107.98113207547169
156,539.4807692307693,107.0576923076923
157,538.3269230769231,106.15384615384616
158,537.1428571428571,105.3673469387755
159,535.6346153846154,104.86538461538463
160,534.3928571428571,103.69642857142857
161,533.3921568627451,102.96078431372548
162,531.7115384615385,101.76923076923077
163,530.5833333333333,101.45833333333333
164,528.9038461538462,100.76923076923077
165,528.0,100.2
166,526.66,99.74000000000001
167,525.3725490196078,99.23529411764706
168,523.9591836734694,98.53061224489795
169,522.6122448979592,97.53061224489795
170,521.6470588235294,96.96078431372548
